,HCC1954_BrM2b_1,HCC1954_BrM2b_2,HCC1954_Parental_1,HCC1954_Parental_2,HCC1954_Parental_3
KCTD14,0,0,0,0,0
KCTD15,1473.003639,1811.04056,2529.237191,2508.186484,2433.950629
KCTD16,0,3.124279287,5.69648016,3.40786207,0.815940539
KCTD17,1.133079723,0,0,0,0
KCTD18,481.5588821,479.0561573,431.0336654,457.7894714,483.8527399
KCTD19,0,1.041426429,0.94941336,0,1.631881079
KCTD2,1270.182369,1316.363006,1632.041566,1615.326621,1511.121879
KCTD20,3457.026233,3292.990368,3228.954837,3171.583633,3289.056315
KCTD21,348.9885545,331.1736044,440.527799,466.8771036,416.9456157
KCTD21-AS1,37.39163084,44.78133644,26.58357408,17.03931035,22.03039457
KCTD3,6793.946016,6474.548108,6916.476327,6773.693841,6905.304785
KCTD4,2.266159445,1.041426429,0,0,0
KCTD5,3132.965433,2981.603866,3048.566299,2886.459173,2833.761494
KCTD6,237.9467417,191.6224629,189.882672,188.5683679,162.3721674
KCTD7,234.5475026,261.3980336,206.0226991,220.3750805,226.83147
KCTD8,21.52851473,14.57997,12.34237368,13.63144828,22.03039457
KCTD9,1581.779293,1445.499883,1563.683804,1598.287311,1638.408603
KDELC1,192.6235528,177.0424929,131.968457,112.4594483,126.4707836
KDELC2,489.4904401,448.8547908,464.263133,477.1006898,529.5454101
KDELR1,11529.08618,11608.7804,13970.61759,14006.31311,13254.95406
KDELR2,9560.926699,9026.042859,7965.57809,7975.533198,7783.256806
KDELR3,242.4790606,279.1022829,339.8899829,351.0097932,380.2282914
KDF1,1061.6957,1022.680753,957.0086669,929.2103911,863.2650907
KDM1A,7456.797654,7357.67772,7316.179352,7046.322807,7190.883974
KDM1B,1075.292657,949.7809031,1281.708036,1243.869656,1416.472776
KDM2A,5790.037382,5572.672821,6795.900831,6381.789703,6479.383824
KDM2B,1550.05306,1405.925679,1858.001945,1747.097288,1782.014138
KDM3A,1998.752631,1973.503083,2587.151406,2472.971909,2750.535559
KDM3B,5096.592592,4954.065522,7284.848711,7081.537381,7221.073774
KDM4A,2012.349587,2299.469555,2298.529744,2329.841702,2345.01311
KDM4A-AS1,56.65398613,87.47982002,71.206002,73.83701152,67.72306477
KDM4B,959.718525,998.7279453,1073.78651,1123.458529,984.0242906
KDM4C,2949.406518,2842.052724,3377.063321,3322.665518,3441.637195
KDM4D,303.6653656,272.8537244,243.9992335,298.7559081,288.0270104
KDM4E,0,1.041426429,0,0,0
KDM5A,4177.664937,4049.065955,2913.749602,2756.960415,2992.053958
KDM5B,5488.638176,5860.106515,8237.110311,8237.938577,8434.377356
KDM5C,8921.869735,9011.462889,7234.529803,7276.921473,6906.120726
KDM5D,0,1.041426429,0,1.135954023,3.263762158
KDM6A,2228.767814,2181.788368,1969.083309,1866.37246,2045.562932
KDM6B,2462.182237,2967.023896,2624.178527,2808.078346,2433.950629
KDM7A,1591.97701,1843.324779,2255.806143,2295.763081,2364.595683
KDM8,103.1102547,97.89408431,105.384883,78.38082761,83.22593502
KDR,81.58174002,67.69271788,22.78592064,22.71908047,34.26950266
KDSR,2271.824844,2153.669855,2238.716703,2288.947357,2255.259651
KEAP1,1239.589216,1194.516114,1151.638406,1215.470805,1083.569036
KEL,12.46387695,19.78710215,24.68474736,18.17526437,9.791286473
KERA,0,0,0,0,0
KGFLP1,31.72623223,37.49135144,18.9882672,24.99098851,27.74197834
KGFLP2,36.25855112,37.49135144,31.33064088,31.80671265,27.74197834
KHDC1,0,0,0,0,0
KHDC1L,0,0,0,0,0
KHDC3L,0,0,0,0,0
KHDRBS1,13113.13163,12586.67982,13514.89918,13045.296,13337.36406
KHDRBS2,0,0,0,0,0
KHDRBS3,6.798478335,5.207132144,0.94941336,1.135954023,0.815940539
KHK,368.2509098,339.5050158,431.9830788,403.2636783,363.9094806
KHNYN,3642.851308,3917.846225,4525.853487,4742.608047,4606.800286
KHSRP,8026.736754,7872.142376,6831.029125,6746.430945,6461.433132
KIAA0020,9261.793652,8588.643759,7546.886798,6979.301519,7638.83533
KIAA0040,2360.205062,2321.33951,1751.667649,1926.578024,1883.190765
KIAA0087,10.1977175,12.49711715,3.79765344,13.63144828,10.60722701
KIAA0100,9254.995174,8968.764405,8804.8595,8705.951635,8774.624561
KIAA0101,3096.706882,3030.550908,2021.301043,2004.958851,2100.230949
KIAA0125,156.3650017,170.7939343,15.19061376,22.71908047,18.76663241
KIAA0141,1469.6044,1568.388202,2056.429338,2016.318391,1901.141457
KIAA0195,2888.220213,3121.155007,3399.849242,3540.768691,3066.304547
KIAA0196,4296.638308,4065.728778,5769.584989,5711.576829,5918.016733
KIAA0226,1330.235594,1262.208832,1599.761512,1694.843403,1646.568009
KIAA0226L,1.133079723,1.041426429,2.84824008,0,0
KIAA0232,2399.862852,2400.487919,2646.964448,2588.839219,2748.903677
KIAA0247,2301.284916,2548.370471,3139.709981,3268.139725,3124.236326
KIAA0319,109.9087331,95.81123145,104.4354696,107.9156322,101.9925674
KIAA0319L,1446.942806,1509.026895,1642.485113,1639.181656,1613.930387
KIAA0355,1343.832551,1384.055724,1572.228524,1526.722207,1514.385641
KIAA0368,8117.383132,7932.545109,8178.246683,7838.082761,8462.935275
KIAA0391,2450.85144,2180.746942,2360.241613,2323.025978,2311.559548
KIAA0408,0,0,0,0,0
KIAA0430,2047.475059,2302.593834,2359.2922,2346.881012,2573.476461
KIAA0513,1630.501721,1755.844959,1717.488768,1727.786069,1613.930387
KIAA0556,874.7375458,863.3425095,1051.000589,1048.485564,936.6997393
KIAA0586,968.7831628,977.8994167,972.1992806,929.2103911,1063.170523
KIAA0753,1009.574033,1012.266489,1145.941925,1083.700138,1180.665961
KIAA0754,964.2508439,883.1296117,783.266022,782.6723221,846.94628
KIAA0825,11.33079723,20.82852858,22.78592064,23.85503449,21.21445403
KIAA0895,738.7679791,720.6670888,544.0138553,566.8410576,562.1830317
KIAA0895L,771.627291,858.1353774,866.8143977,924.666575,829.8115286
KIAA0907,1919.43705,1892.271821,2397.268734,2599.062805,2607.745964
KIAA0922,1009.574033,990.3965338,1095.623017,1116.642805,1131.709528
KIAA0930,1926.235528,1761.052091,2182.701315,2341.201242,2181.009062
KIAA0947,3698.372214,3401.298717,4970.178939,4593.79807,5138.793517
KIAA1024,53.25474696,56.23702716,50.31890808,40.89434484,39.98108643
KIAA1024L,0,0,0,0,0
KIAA1033,2687.665102,2646.264556,3691.319144,3595.294484,4008.71587
KIAA1045,0,1.041426429,0,0,1.631881079
KIAA1107,251.5436984,217.6581236,304.7616886,289.668276,324.7443347
KIAA1109,1241.855376,1248.670288,1535.201403,1469.924506,1638.408603
KIAA1143,1202.197586,1136.196234,1167.778433,1140.497839,1170.058734
KIAA1147,3283.665036,3396.091584,3029.578032,3019.365794,3204.198498
KIAA1161,991.4447572,888.3367438,1442.158894,1386.999862,1347.117831
KIAA1191,2577.756369,2504.630561,3538.463593,3471.475495,3426.134325
KIAA1210,19.26235528,15.62139643,18.03885384,14.7674023,13.05504863
KIAA1211,475.8934835,521.7546409,792.7601556,812.2071267,757.1928206
KIAA1211L,454.3649687,505.091818,754.7836212,716.7869887,613.5872857
KIAA1217,5165.710455,5351.890418,6563.294557,6606.7086,6692.344305
KIAA1244,4019.033776,4103.22013,4592.312422,4681.26653,4953.575015
KIAA1257,5.665398613,7.289985002,2.84824008,0,2.447821618
KIAA1279,1489.999835,1464.245559,1265.568009,1309.754989,1352.013474
KIAA1324,101.977175,106.2254957,93.99192264,127.2268506,106.0722701
KIAA1324L,334.2585181,360.3335444,14.2412004,6.81572414,5.711583776
KIAA1328,114.441052,90.60409931,124.3731502,123.8189885,122.3910809
KIAA1377,122.37261,155.1725379,178.4897117,181.7526437,191.7460268
KIAA1407,101.977175,113.5154807,171.8438182,210.1514943,205.6170159
KIAA1429,7512.31856,6412.062522,7331.369966,7144.014853,7579.271671
KIAA1430,1063.961859,1026.846459,950.3627733,953.0654256,1027.269139
KIAA1432,8414.250019,8343.908548,9571.036082,9301.191543,9960.186165
KIAA1456,75.91634141,72.89985002,71.206002,80.65273566,99.54474581
KIAA1462,346.7223951,304.0965172,212.6685926,268.0851495,242.3343402
KIAA1467,284.4030104,281.1851358,337.0417428,324.8828507,333.7196806
KIAA1468,2070.136653,1846.449058,2478.918283,2458.204507,2565.317056
KIAA1522,13408.86544,13518.75647,14169.9944,14773.08207,12758.86222
KIAA1524,1865.049223,1704.815064,1812.430104,1747.097288,1898.693635
KIAA1549,1523.992227,1476.742676,981.6934142,989.4159543,971.7851825
KIAA1549L,72.51710224,54.1541743,40.82477448,35.21457472,33.45356212
KIAA1551,680.9809132,650.891518,709.2117799,678.1645519,737.6102477
KIAA1586,673.0493552,626.9387102,492.7455338,464.6051955,527.913529
KIAA1598,2344.341946,2365.07942,3030.527445,2878.507495,3138.923255
KIAA1614,89.51329808,107.2669222,85.4472024,84.06059773,79.14623233
KIAA1644,20.39543501,18.74567572,4.7470668,9.087632187,7.343464855
KIAA1656,109.9087331,87.47982002,106.3342963,114.7313564,112.5997944
KIAA1671,6097.101987,5678.898317,6409.489593,6317.040324,6232.969781
KIAA1683,2.266159445,6.248558573,9.4941336,10.22358621,9.791286473
KIAA1715,1765.338208,1601.713848,1482.983668,1322.250483,1522.545047
KIAA1731,2037.277341,1975.585936,2289.985024,2268.500185,2611.009726
KIAA1751,36.25855112,35.40849858,39.87536112,42.03029886,40.79702697
KIAA1755,4.53231889,6.248558573,3.79765344,5.679770117,6.527524316
KIAA1804,812.418161,812.3126145,748.1377277,686.1162301,746.5855936
KIAA1841,861.1405891,889.3781702,1251.326808,1250.68538,1256.548431
KIAA1875,69.11786307,73.94127645,111.0813631,80.65273566,119.1273188
KIAA1919,239.0798215,260.3566072,215.5168327,231.7346208,226.83147
KIAA1958,511.0189549,520.7132144,508.8855609,523.6748048,507.5150155
KIAA2013,3864.934934,3614.791135,3092.239313,3185.215081,2817.442683
KIAA2018,572.2052599,564.4531244,713.0094333,731.554391,807.7811341
KIAA2022,0,0,0,0,0
KIAA2026,3770.889317,3576.258357,3585.934261,3741.832553,3947.52033
KIDINS220,3632.65359,3565.844092,4165.07641,4012.18961,4320.405156
KIF11,4578.775159,4289.63546,4756.560933,4531.320599,4889.931653
KIF12,138.2357261,121.8468922,134.8166971,112.4594483,118.3113782
KIF13A,2407.79441,2393.197934,3574.5413,3354.472231,3591.770255
KIF13B,1590.84393,1590.258157,2044.086964,1995.871219,1908.484922
KIF14,3578.265764,3218.007665,3285.919639,3485.106944,3558.316693
KIF15,1090.022693,1105.994867,1082.33123,1140.497839,1174.954377
KIF16B,371.650149,387.4106315,408.2477448,390.768184,399.8108643
KIF17,11.33079723,6.248558573,2.84824008,10.22358621,14.68692971
KIF18A,1102.48657,1021.639327,1317.785744,1410.854897,1436.87129
KIF18B,2711.459776,2470.263489,2619.43146,2791.039035,2549.814186
KIF19,0,0,0,0,0
KIF1A,10.1977175,3.124279287,1.89882672,2.271908047,3.263762158
KIF1B,4229.786604,3982.414664,5035.688461,4819.852921,5150.216685
KIF1C,12670.09746,12114.91365,12966.13826,12477.31899,11799.31614
KIF20A,6168.486009,5746.591034,8373.825835,8177.733014,8197.7546
KIF20B,2882.554814,2605.648925,2856.7848,2825.117656,3186.247807
KIF21A,1100.220411,985.1894017,1310.190437,1241.597748,1334.062782
KIF21B,1276.980847,1988.083053,1440.260067,1486.963817,1469.508912
KIF22,9021.580751,8936.480186,8201.982017,8262.929566,7946.444914
KIF23,7068.151309,6504.749475,5246.458227,5020.916783,5336.251128
KIF24,479.2927226,456.1447758,554.4574022,533.898391,559.7352101
KIF25,62.31938474,40.61563073,43.67301456,42.03029886,50.58831345
KIF25-AS1,1.133079723,1.041426429,4.7470668,2.271908047,2.447821618
KIF26A,147.3003639,118.7226129,83.54837568,87.4684598,75.88247017
KIF26B,0,0,0.94941336,1.135954023,0.815940539
KIF27,317.2623223,332.2150308,321.851129,333.9704829,363.9094806
KIF2A,1511.52835,1496.529778,2404.864041,2320.75407,2557.973591
KIF2B,0,0,0,0,0
KIF2C,6676.105725,6263.138543,6555.699251,6496.521059,6621.357478
KIF3A,678.7147538,700.8799866,908.5885855,871.2767359,998.7112203
KIF3B,3383.376051,3252.374737,3775.816933,3813.397656,3843.895881
KIF3C,865.672908,853.9696717,681.6787925,733.8262991,648.6727289
KIF4A,5123.786505,4962.396933,4455.596898,4413.181381,4495.016432
KIF4B,6.798478335,8.331411431,9.4941336,3.40786207,11.42316755
KIF5A,31.72623223,32.28421929,39.87536112,46.57411496,44.87672967
KIF5B,12925.04039,11870.17844,15413.7259,14811.70451,15784.36974
KIF5C,324.0608006,303.0550908,320.9017157,312.3873564,320.664632
KIF6,16.99619584,14.57997,6.64589352,0,1.631881079
KIF7,75.91634141,65.60986502,50.31890808,51.11793105,57.9317783
KIF9,190.3573934,185.3739043,213.618006,210.1514943,212.9604808
KIF9-AS1,70.2509428,52.07132144,60.76245504,48.846023,65.27524316
KIFAP3,1141.011281,1120.574837,1251.326808,1152.993334,1309.584566
KIFC1,7618.828054,6857.793034,6449.364954,6497.657013,6100.787414
KIFC2,918.927655,999.7693717,1618.749779,1652.813104,1410.761193
KIFC3,833.9466758,939.3666388,559.204469,561.1612875,517.306302
KIN,513.2851143,445.7305115,640.854018,583.880368,641.329264
KIR2DL1,0,0,0,0,0
KIR2DL2,0,0,0,0,0
KIR2DL3,0,0,0,0,0
KIR2DL4,0,0,0,0,0
KIR2DL5A,0,0,0,0,0
KIR2DL5B,0,0,0,0,0
KIR2DS1,0,0,0,0,0
KIR2DS2,0,0,0,0,0
KIR2DS3,0,0,0,0,0
KIR2DS4,0,0,0,0,0
KIR2DS5,0,0,0,0,0
KIR3DL1,0,0,0,0,0
KIR3DL2,0,0,0,0,0
KIR3DL3,0,0,0,0,0
KIR3DS1,0,0,0,0,0
KIR3DX1,21.52851473,21.86995501,33.2294676,26.12694254,27.74197834
KIRREL,2191.376183,1912.058923,1823.823065,1757.320874,1733.873646
KIRREL2,0,0,0.94941336,0,0
KIRREL3,21.52851473,10.41426429,13.29178704,13.63144828,8.159405395
KIRREL3-AS2,0,0,0,0,0
KIRREL3-AS3,0,0,0,0,0
KISS1,103.1102547,73.94127645,55.06597488,43.16625289,53.8520756
KISS1R,0,0,0,1.135954023,0
KIT,1.133079723,1.041426429,0.94941336,3.40786207,0.815940539
KITLG,3766.356998,3727.265189,5372.730204,5363.974898,5669.970809
KIZ,123.5056898,103.1012165,138.6143506,135.1785288,155.844643
KL,1.133079723,1.041426429,0,0,0
KLB,56.65398613,72.89985002,62.66128176,60.20556324,53.8520756
KLC1,2875.756336,3039.923746,2943.181416,2945.528783,2912.907726
KLC2,2725.056733,2632.726012,2502.653617,2432.077564,2144.291738
KLC3,1141.011281,1086.207765,1313.98809,1452.885196,1321.823674
KLC4,787.4904071,782.1112481,699.7176463,796.3037704,653.5683721
KLF1,2.266159445,1.041426429,0.94941336,1.135954023,0
KLF10,3247.406485,3177.392034,4392.935617,4124.649059,4331.012383
KLF11,959.718525,957.0708881,1094.673604,1085.972046,1122.734182
KLF12,210.7528284,203.0781536,365.5241436,369.1850576,372.8848265
KLF13,932.5246116,1122.65769,1297.848063,1297.259495,1285.10635
KLF14,0,0,0,0,0.815940539
KLF15,6.798478335,9.37283786,0,1.135954023,2.447821618
KLF16,2093.931327,1967.254524,2008.009256,2059.484644,1780.382257
KLF17,3.399239168,4.165705715,0.94941336,2.271908047,1.631881079
KLF2,65.71862391,62.48558573,29.43181416,32.94266668,32.63762158
KLF3,3731.231526,4058.438793,4149.885796,4128.056921,4269.816843
KLF3-AS1,48.72242807,73.94127645,65.50952184,74.97296554,74.25058909
KLF4,1057.163381,1292.410198,1870.344319,1976.560001,1771.406911
KLF5,8751.907777,9434.282019,10859.39001,10808.60253,11067.41748
KLF6,5335.672413,4506.252158,6140.805612,6123.92814,6686.632721
KLF7,1082.091135,1085.166339,973.148694,1074.612506,1097.440026
KLF8,30.59315251,23.95280786,35.12829432,23.85503449,30.18979996
KLF9,729.7033413,843.5554074,639.9046046,657.7173795,636.4336208
KLHDC1,1.133079723,1.041426429,0.94941336,2.271908047,1.631881079
KLHDC10,2737.52061,2675.424496,2358.342786,2413.9023,2533.495375
KLHDC2,1141.011281,1132.030528,1810.531277,1705.066989,1762.431565
KLHDC3,4025.832254,3987.621796,3566.945993,3469.203587,3178.088401
KLHDC4,2643.474993,2530.666222,1901.67496,1805.030943,1824.443046
KLHDC7A,200.5551109,193.7053158,202.2250457,213.5593564,187.6663241
KLHDC7B,71.38402252,74.98270288,44.62242792,48.846023,43.24484859
KLHDC8A,1.133079723,2.082852858,2.84824008,3.40786207,3.263762158
KLHDC8B,807.8858422,782.1112481,765.2271681,761.0891956,717.2117342
KLHDC9,3.399239168,3.124279287,1.89882672,0,0
KLHL1,0,0,0,0,0
KLHL10,0,7.289985002,1.89882672,1.135954023,0.815940539
KLHL11,240.2129012,227.0309615,209.8203526,203.3357702,194.1938484
KLHL12,2132.456038,2308.842393,1785.84653,1668.71646,1794.253246
KLHL13,171.0950381,172.8767872,253.4933671,266.9491955,265.1806753
KLHL14,0,0,0,0,0
KLHL15,458.8972876,457.1862023,335.1429161,305.5716323,350.854432
KLHL17,1019.77175,981.023696,1261.770355,1299.531403,1094.176263
KLHL18,1012.973272,908.123846,960.8063203,923.530621,902.4302366
KLHL2,1105.885809,1068.503516,1275.062142,1262.04492,1319.375852
KLHL20,855.4751905,902.9167138,785.1648487,759.9532416,773.5116314
KLHL21,1280.380086,1111.202,1587.419138,1438.117794,1444.214755
KLHL22,1443.543566,1327.818697,1214.299687,1198.431495,1137.421112
KLHL23,10.1977175,13.53854358,2.84824008,2.271908047,4.895643237
KLHL24,2816.83619,3378.387335,3640.050822,3727.065151,3782.700341
KLHL25,420.3725771,406.1563073,347.4852897,286.2604139,260.2850321
KLHL26,549.5436654,530.0860523,520.2785213,528.2186209,495.2759075
KLHL28,454.3649687,476.9733044,528.8232415,514.5871726,552.3917452
KLHL29,203.9543501,208.2852858,293.3687282,262.4053794,264.3647348
KLHL3,2.266159445,2.082852858,0.94941336,0,3.263762158
KLHL30,107.6425736,124.9711715,151.9061376,176.0728736,137.8939512
KLHL31,91.77945752,97.89408431,83.54837568,84.06059773,84.8578161
KLHL32,1.133079723,3.124279287,4.7470668,1.135954023,0
KLHL33,0,0,0,0,0
KLHL34,0,0,0,0,0
KLHL35,48.72242807,59.36130644,17.08944048,35.21457472,34.26950266
KLHL36,1776.669005,1732.933578,1438.36124,1396.087495,1285.10635
KLHL38,57.78706585,66.65129145,18.9882672,12.49549426,8.975345934
KLHL4,0,0,0,0,0
KLHL40,0,0,0,0,0
KLHL41,10.1977175,6.248558573,3.79765344,0,11.42316755
KLHL42,736.5018196,624.8558573,601.9280702,587.2882301,647.8567883
KLHL5,6506.143767,6484.962372,5386.971404,5480.978163,5700.976549
KLHL6,21.52851473,22.91138143,22.78592064,23.85503449,31.0057405
KLHL7,1283.779326,1221.593201,1182.019633,1108.691127,1244.309323
KLHL7-AS1,53.25474696,57.27845359,47.470668,31.80671265,47.32455129
KLHL8,1738.144294,1595.465289,1749.768822,1692.571495,1706.131668
KLHL9,1215.794542,1214.303216,1497.224869,1473.332368,1603.32316
KLK1,1.133079723,3.124279287,2.84824008,3.40786207,0.815940539
KLK10,968.7831628,988.313681,1817.177171,1934.529702,1834.234333
KLK11,0,1.041426429,0.94941336,2.271908047,1.631881079
KLK12,0,0,0,0,0
KLK13,0,1.041426429,0.94941336,0,0
KLK14,27.19391334,23.95280786,29.43181416,24.99098851,25.29415672
KLK15,0,0,0,0,0
KLK2,0,0,0,0,0
KLK3,0,0,0,0,1.631881079
KLK4,2.266159445,3.124279287,5.69648016,3.40786207,5.711583776
KLK5,16791.10841,16153.56534,27981.11055,27260.62465,25764.13847
KLK6,26792.80312,25803.42263,44012.90454,43018.57886,40673.00401
KLK7,608.463811,616.5244459,634.2081245,633.862345,628.2742154
KLK8,2609.482601,2799.354241,4884.731737,5108.385243,4643.51761
KLK9,20.39543501,23.95280786,50.31890808,52.25388507,54.66801614
KLKB1,0,0,0,0,0
KLKP1,0,1.041426429,0,1.135954023,0
KLLN,38.52471057,43.73991001,51.26832144,45.43816093,43.24484859
KLRAP1,40.79087001,29.15994001,38.92594776,51.11793105,60.37959992
KLRB1,1.133079723,0,0,1.135954023,0
KLRC1,0,0,0,0,0
KLRC2,0,0,0,2.271908047,0.815940539
KLRC3,0,0,0.94941336,4.543816093,1.631881079
KLRC4,0,0,0.94941336,1.135954023,0
KLRC4-KLRK1,0,0,0,0,0
KLRD1,49.85550779,98.93551074,69.30717528,79.51678163,73.43464855
KLRF1,0,1.041426429,0,0,0
KLRF2,0,0,0,0,0
KLRG1,22.66159445,21.86995501,18.03885384,17.03931035,25.29415672
KLRG2,61.18630502,55.19560073,119.6260834,103.3718161,83.22593502
KLRK1,0,0,0,0,0
KMO,622.0607677,691.5071488,209.8203526,160.1695173,207.248897
KMT2A,2702.395138,2625.436027,3032.426272,2900.090622,3338.828687
KMT2B,4041.69537,4249.01983,5021.447261,5139.056002,4730.007307
KMT2C,3089.908403,3038.882319,3239.398384,3089.794943,3511.808082
KMT2D,3883.064209,4020.947442,5612.931784,5530.96014,5697.712787
KMT2E,3615.657395,3419.002966,3454.915217,3376.055357,3447.348779
KMT2E-AS1,135.9695667,140.5925679,153.8049643,149.9459311,126.4707836
KNCN,0,0,0,0,0
KNDC1,64.58554418,108.3083486,0.94941336,10.22358621,4.079702697
KNG1,0,4.165705715,0.94941336,3.40786207,5.711583776
KNOP1,1755.14049,1740.223563,1339.622251,1241.597748,1344.670009
KNSTRN,3633.78667,3332.564572,1764.010023,1759.592782,1856.264727
KNTC1,2064.471254,2007.870155,2799.819999,2903.498484,3078.543655
KPNA1,3655.315185,3389.843026,3921.077177,3764.551633,4069.09547
KPNA2,24254.70454,21771.0195,18911.36472,18531.95394,19474.8688
KPNA3,2970.935032,2741.034361,2908.053122,2812.622162,2999.397423
KPNA4,5237.094477,5070.705282,4573.324155,4625.604783,4805.889777
KPNA5,155.231922,156.2139643,102.5366429,109.0515862,125.6548431
KPNA6,6014.387167,5675.774037,6299.357643,6235.251634,6263.159581
KPNA7,82.71481974,88.52124645,129.120217,159.0335633,136.2620701
KPNB1,20243.60232,18470.73914,19140.17334,18134.37003,19331.26326
KPRP,0,0,0,0,0
KPTN,899.6652997,913.3309781,899.0944519,831.5183451,811.0448962
KRAS,1457.140523,1422.588502,1898.82672,1974.288093,2070.041149
KRBA1,818.0835597,836.2654224,668.3870054,714.5150807,606.2438208
KRBA2,99.71101558,117.6811865,116.7778433,114.7313564,128.9186052
KRBOX1,171.0950381,158.2968172,163.2990979,224.9188966,221.1198862
KRBOX4,574.4714193,533.2103316,335.1429161,294.212092,304.3458212
KRCC1,1611.239365,1695.442226,1589.317965,1489.235725,1614.746328
KREMEN1,881.5360241,870.6324945,1005.428748,1013.270989,909.7737015
KREMEN2,225.4828648,193.7053158,513.6326277,503.2276323,421.8412589
KRI1,1520.592988,1546.518247,1685.208714,1674.39623,1697.156322
KRIT1,2167.581509,2207.824029,1868.445492,1884.547725,2114.917878
KRR1,903.0645388,888.3367438,1084.230057,1005.319311,1065.618345
KRT1,0,0,0.94941336,0,0
KRT10,3321.056667,3488.778537,3923.925417,3859.971771,3605.641244
KRT12,1.133079723,7.289985002,9.4941336,21.58312644,8.159405395
KRT13,490.6235199,466.5590401,5685.0872,6142.103404,5422.740825
KRT14,108.7756534,105.1840693,1063.342963,1005.319311,964.4417176
KRT15,101197.6162,103140.7907,213415.7809,208353.2791,198235.2019
KRT16,905.3306983,918.5381102,2345.050999,2294.627127,2233.229256
KRT16P1,4.53231889,16.66282286,9.4941336,12.49549426,9.791286473
KRT16P2,3.399239168,2.082852858,2.84824008,5.679770117,2.447821618
KRT16P3,6.798478335,9.37283786,6.64589352,9.087632187,8.975345934
KRT17,19516.16514,17936.48738,17676.17794,16720.10727,15495.52678
KRT18,61082.06168,58917.65879,91829.159,90786.5815,89412.39619
KRT18P55,7.931558058,6.248558573,6.64589352,4.543816093,10.60722701
KRT19,976.7147208,1046.633561,1210.502034,1242.733702,1095.808144
KRT19P2,0,0,0,1.135954023,0
KRT2,0,0,1.89882672,0,1.631881079
KRT20,9.06463778,6.248558573,20.88709392,13.63144828,22.03039457
KRT222,0,0,0,1.135954023,0
KRT23,4473.398745,4609.353374,2407.712281,2419.58207,2497.593991
KRT24,1.133079723,0,11.39296032,9.087632187,8.975345934
KRT25,0,0,0,1.135954023,0
KRT26,0,0,0,1.135954023,0.815940539
KRT27,0,0,0,0,0.815940539
KRT28,0,0,0,1.135954023,0.815940539
KRT3,3.399239168,3.124279287,23.735334,10.22358621,8.975345934
KRT31,0,0,0.94941336,0,0
KRT32,10.1977175,4.165705715,8.54472024,11.35954023,4.895643237
KRT33A,3.399239168,2.082852858,7.59530688,10.22358621,10.60722701
KRT33B,0,0,0.94941336,0,0.815940539
KRT34,9.06463778,8.331411431,7.59530688,6.81572414,7.343464855
KRT35,0,0,0,0,0
KRT36,0,0,2.84824008,2.271908047,1.631881079
KRT37,0,2.082852858,1.89882672,1.135954023,2.447821618
KRT38,0,0,0.94941336,0,0
KRT39,3.399239168,4.165705715,5.69648016,15.90335633,11.42316755
KRT4,1150.075918,1118.491985,3419.786923,3304.490254,3088.334942
KRT40,35.1254714,18.74567572,23.735334,26.12694254,25.29415672
KRT42P,32.85931195,17.70424929,28.4824008,46.57411496,26.11009726
KRT5,13368.07457,12178.44066,7918.107422,7409.828094,7416.899504
KRT6A,438.5018526,436.3576737,3626.759035,3537.360829,3230.308596
KRT6B,4039.429211,3733.513747,328.4970226,366.9131495,358.1978968
KRT6C,1.133079723,2.082852858,0,0,1.631881079
KRT7,78432.91147,75860.62536,110678.8119,108757.3741,99186.54792
KRT71,0,1.041426429,0,0,0
KRT72,0,0,0,0,0
KRT73,0,0,0,0,0
KRT74,5.665398613,5.207132144,15.19061376,13.63144828,11.42316755
KRT75,511.0189549,394.7006165,95.89074936,76.10891956,87.30563772
KRT76,0,0,0.94941336,1.135954023,0
KRT77,0,0,0,0,0
KRT78,23.79467417,24.99423429,18.03885384,27.26289656,17.13475133
KRT79,1.133079723,0,0.94941336,1.135954023,1.631881079
KRT8,112739.1662,107041.9741,177079.8328,164932.5725,162439.8904
KRT80,3751.626961,3371.09735,2870.076587,2702.434622,2708.922591
KRT81,62873.46072,62245.01623,83508.50032,85270.38876,80941.30151
KRT82,0,3.124279287,0,0,2.447821618
KRT83,9.06463778,34.36707215,30.38122752,74.97296554,162.3721674
KRT84,1.133079723,1.041426429,0,2.271908047,5.711583776
KRT85,19.26235528,8.331411431,30.38122752,94.28418394,90.56939988
KRT86,282.1368509,327.0078987,544.0138553,870.1407819,1002.790923
KRT8P41,19.26235528,9.37283786,28.4824008,29.53480461,47.32455129
KRT9,23.79467417,30.20136644,126.2719769,121.5470805,102.808508
KRTAP1-1,0,2.082852858,0,0,0
KRTAP1-3,0,0,0,0,0
KRTAP1-4,0,0,0,0,0
KRTAP1-5,0,0,0,0,0
KRTAP10-1,0,0,0,0,0
KRTAP10-10,0,0,0,0,0
KRTAP10-11,0,0,0,0,0
KRTAP10-12,0,0,0,0,0
KRTAP10-2,0,0,0,0,0
KRTAP10-3,0,0,0,0,0
KRTAP10-4,0,0,0,0,0
KRTAP10-5,0,0,0,0,0
KRTAP10-6,0,0,0,0,0
KRTAP10-7,0,0,0,0,0
KRTAP10-8,0,0,0,0,0
KRTAP10-9,0,0,0,0,0
KRTAP11-1,1.133079723,1.041426429,0,0,1.631881079
KRTAP12-1,0,0,0,0,0
KRTAP12-2,0,0,0,0,0
KRTAP12-3,0,0,0,0,0
